Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
33,No,Travel_Rarely,501,Research & Development,15,2,Medical,1,478,2,Female,95,3,2,Healthcare Representative,4,Married,4878,21653,0,Y,Yes,13,3,1,80,1,10,6,3,9,7,8,1
45,No,Travel_Rarely,374,Sales,20,3,Life Sciences,1,479,4,Female,50,3,2,Sales Executive,3,Single,4850,23333,8,Y,No,15,3,3,80,0,8,3,3,5,3,0,1
36,No,Travel_Rarely,852,Research & Development,5,4,Life Sciences,1,480,2,Female,82,2,1,Research Scientist,1,Married,3419,13072,9,Y,Yes,14,3,4,80,1,6,3,4,1,1,0,0
34,No,Travel_Rarely,121,Research & Development,2,4,Medical,1,481,3,Female,86,2,1,Research Scientist,1,Single,4381,7530,1,Y,No,11,3,3,80,0,6,3,3,6,5,1,3
53,No,Travel_Rarely,346,Research & Development,6,3,Life Sciences,1,482,4,Male,86,3,2,Laboratory Technician,4,Single,2450,10919,2,Y,No,17,3,4,80,0,19,4,3,2,2,2,2
39,No,Travel_Rarely,170,Research & Development,3,2,Medical,1,483,3,Male,76,2,2,Laboratory Technician,3,Divorced,3069,10302,0,Y,No,15,3,4,80,1,11,3,3,10,8,0,7
37,No,Travel_Rarely,290,Research & Development,21,3,Life Sciences,1,484,2,Male,65,4,1,Research Scientist,1,Married,3564,22977,1,Y,Yes,12,3,1,80,1,8,3,2,8,7,1,7
42,No,Travel_Frequently,555,Sales,26,3,Marketing,1,485,3,Female,77,3,4,Sales Executive,2,Married,13525,14864,5,Y,No,14,3,4,80,1,23,2,4,20,4,4,8
57,No,Travel_Rarely,593,Research & Development,1,4,Medical,1,486,4,Male,88,3,2,Healthcare Representative,3,Married,6755,2967,2,Y,No,11,3,3,80,0,15,2,3,3,2,1,2
36,No,Non-Travel,1434,Sales,8,4,Life Sciences,1,487,1,Male,76,2,3,Sales Executive,1,Single,7587,14229,1,Y,No,15,3,2,80,0,10,1,3,10,7,0,9
27,No,Travel_Rarely,1291,Sales,11,3,Medical,1,488,3,Female,98,4,1,Sales Representative,4,Married,2534,6527,8,Y,No,14,3,2,80,1,5,4,3,1,0,0,0
35,No,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,1,489,4,Female,51,3,2,Healthcare Representative,4,Married,4014,19170,1,Y,Yes,25,4,4,80,1,10,2,1,10,6,0,7
45,No,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,490,1,Male,69,3,1,Research Scientist,4,Married,2654,9655,3,Y,No,21,4,4,80,2,8,3,2,2,2,0,2
31,No,Travel_Rarely,480,Research & Development,7,2,Medical,1,491,2,Female,31,3,2,Manufacturing Director,1,Married,4306,4156,1,Y,No,12,3,2,80,1,13,5,1,13,10,3,12
29,No,Travel_Rarely,738,Research & Development,9,5,Other,1,492,2,Male,30,2,1,Laboratory Technician,4,Single,3983,7621,0,Y,No,17,3,3,80,0,4,2,3,3,2,2,2
60,No,Travel_Rarely,370,Research & Development,1,4,Medical,1,493,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883,20467,3,Y,No,20,4,3,80,1,19,2,4,1,0,0,0
34,No,Travel_Rarely,1354,Research & Development,5,3,Medical,1,494,3,Female,45,2,3,Manager,1,Single,11631,5615,2,Y,No,12,3,4,80,0,14,6,3,11,10,5,8
47,No,Travel_Rarely,207,Research & Development,9,4,Life Sciences,1,495,2,Female,64,3,1,Laboratory Technician,3,Single,2105,5411,4,Y,No,12,3,3,80,0,7,2,3,2,2,2,0
46,No,Travel_Rarely,734,Research & Development,2,4,Medical,1,496,3,Male,46,3,5,Research Director,4,Divorced,19328,14218,7,Y,Yes,17,3,3,80,1,24,3,3,2,1,2,2
37,No,Travel_Rarely,1470,Research & Development,10,3,Medical,1,497,2,Female,71,3,1,Research Scientist,2,Married,3936,9953,1,Y,No,11,3,1,80,1,8,2,1,8,4,7,7
43,No,Travel_Rarely,415,Sales,25,3,Medical,1,498,3,Male,79,2,3,Sales Executive,4,Divorced,10798,5268,5,Y,No,13,3,3,80,1,18,5,3,1,0,0,0
40,No,Travel_Frequently,1184,Sales,2,4,Medical,1,499,2,Male,62,3,2,Sales Executive,2,Married,4327,25440,5,Y,No,12,3,4,80,3,5,2,3,0,0,0,0
45,No,Non-Travel,589,Sales,2,4,Life Sciences,1,500,3,Female,67,3,2,Sales Executive,3,Married,5154,19665,4,Y,No,22,4,2,80,2,10,3,4,8,7,5,7
26,No,Travel_Rarely,390,Research & Development,17,4,Medical,1,501,4,Male,62,1,1,Laboratory Technician,3,Married,2305,6217,1,Y,No,15,3,3,80,3,3,3,4,3,2,0,2
34,No,Travel_Frequently,560,Research & Development,1,4,Other,1,502,4,Male,91,3,1,Research Scientist,1,Divorced,2996,20284,5,Y,No,14,3,3,80,2,10,2,3,4,3,1,3
30,No,Travel_Rarely,1465,Research & Development,1,3,Medical,1,503,4,Male,63,3,1,Research Scientist,2,Married,3579,9369,0,Y,Yes,21,4,1,80,1,12,2,3,11,9,5,7
46,No,Travel_Rarely,945,Human Resources,5,2,Medical,1,504,2,Male,80,3,2,Human Resources,2,Divorced,5021,10425,8,Y,Yes,22,4,4,80,1,16,2,3,4,2,0,2
38,No,Travel_Rarely,770,Sales,10,4,Marketing,1,505,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,0,Y,Yes,14,3,2,80,2,9,2,3,8,7,2,7
28,No,Non-Travel,1476,Research & Development,1,3,Life Sciences,1,506,3,Female,55,1,2,Laboratory Technician,4,Married,6674,16392,0,Y,No,11,3,1,80,3,10,6,3,9,8,7,5
50,No,Travel_Rarely,1126,Research & Development,1,2,Medical,1,507,4,Male,66,3,4,Research Director,4,Divorced,17399,6615,9,Y,No,22,4,3,80,1,32,1,2,5,4,1,3
39,No,Travel_Rarely,835,Research & Development,19,4,Other,1,508,4,Male,41,3,2,Research Scientist,4,Divorced,3902,5141,8,Y,No,14,3,2,80,3,7,2,3,2,2,2,2
31,No,Non-Travel,697,Research & Development,10,3,Medical,1,509,3,Female,40,3,3,Research Director,3,Married,11031,26862,4,Y,No,20,4,3,80,1,13,2,4,11,7,4,8
30,No,Non-Travel,641,Sales,25,2,Technical Degree,1,510,4,Female,85,3,2,Sales Executive,3,Married,4736,6069,7,Y,Yes,12,3,2,80,1,4,2,4,2,2,2,2
28,No,Travel_Rarely,1476,Research & Development,16,2,Medical,1,511,2,Male,68,4,2,Healthcare Representative,1,Single,5661,4824,0,Y,No,19,3,3,80,0,9,2,3,8,3,0,7
46,No,Travel_Rarely,1319,Sales,3,3,Technical Degree,1,512,1,Female,45,4,4,Sales Executive,1,Divorced,13225,7739,2,Y,No,12,3,4,80,1,25,5,3,19,17,2,8
43,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1,513,3,Male,65,2,4,Research Director,3,Married,17603,3525,1,Y,No,24,4,1,80,1,14,3,3,14,10,6,11
26,No,Travel_Rarely,775,Sales,29,2,Medical,1,514,1,Male,45,3,2,Sales Executive,3,Divorced,4306,4267,5,Y,No,12,3,1,80,2,8,5,3,0,0,0,0
50,No,Travel_Rarely,797,Research & Development,4,1,Life Sciences,1,515,1,Male,96,3,5,Research Director,2,Divorced,19144,15815,3,Y,No,14,3,1,80,2,28,4,2,10,4,1,6
45,No,Travel_Rarely,1038,Research & Development,20,3,Medical,1,516,2,Male,95,1,3,Healthcare Representative,1,Divorced,10851,19863,2,Y,Yes,18,3,2,80,1,24,2,3,7,7,0,7
34,No,Travel_Rarely,511,Sales,3,2,Life Sciences,1,517,4,Female,32,1,2,Sales Executive,4,Single,6029,25353,5,Y,No,12,3,1,80,0,6,3,3,2,2,2,2
36,No,Non-Travel,845,Sales,1,5,Medical,1,518,4,Female,45,3,2,Sales Executive,4,Single,6653,15276,4,Y,No,15,3,2,80,0,7,6,3,1,0,0,0
34,No,Travel_Rarely,285,Research & Development,29,3,Medical,1,519,2,Male,86,3,2,Laboratory Technician,3,Married,5429,17491,4,Y,No,13,3,1,80,2,10,1,3,8,7,7,7
44,No,Travel_Rarely,1037,Research & Development,1,3,Medical,1,520,2,Male,42,3,1,Research Scientist,4,Single,2436,13422,6,Y,Yes,12,3,3,80,0,6,2,3,4,3,1,2
35,No,Travel_Rarely,1232,Sales,16,3,Marketing,1,521,3,Male,96,3,3,Sales Executive,2,Married,8020,5100,0,Y,No,15,3,3,80,2,12,3,2,11,9,6,9
34,No,Travel_Rarely,507,Sales,15,2,Medical,1,522,3,Female,66,3,2,Sales Executive,1,Single,6125,23553,1,Y,No,12,3,4,80,0,10,6,4,10,8,9,6
56,No,Travel_Rarely,1400,Research & Development,7,3,Life Sciences,1,523,4,Male,49,1,3,Manufacturing Director,4,Single,7260,21698,4,Y,No,11,3,1,80,0,37,3,2,6,4,0,2
24,No,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,1,524,2,Male,52,3,1,Laboratory Technician,3,Married,2774,13257,0,Y,No,12,3,3,80,1,6,2,3,5,3,1,2
39,No,Travel_Rarely,1498,Sales,21,4,Life Sciences,1,525,1,Male,44,2,2,Sales Executive,4,Married,6120,3567,3,Y,Yes,12,3,4,80,2,8,2,4,5,4,1,4
27,No,Travel_Frequently,994,Sales,8,3,Life Sciences,1,526,4,Male,37,3,3,Sales Executive,3,Single,8726,2975,1,Y,No,15,3,4,80,0,9,0,3,9,8,1,7
56,No,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,1,527,4,Male,68,3,4,Manufacturing Director,2,Married,13402,18235,4,Y,Yes,12,3,1,80,1,33,0,3,19,16,15,9
32,No,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,1,528,3,Female,39,3,3,Research Director,4,Single,11159,19373,3,Y,No,15,3,4,80,0,10,6,3,7,7,7,7
32,No,Travel_Rarely,929,Sales,10,3,Marketing,1,529,4,Male,55,3,2,Sales Executive,4,Single,5396,21703,1,Y,No,12,3,4,80,0,10,2,2,10,7,0,8
44,No,Travel_Frequently,383,Sales,1,5,Marketing,1,530,1,Female,79,3,2,Sales Executive,3,Married,4768,9282,7,Y,No,12,3,3,80,1,11,4,2,1,0,0,0
48,No,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,1,531,3,Male,78,2,3,Healthcare Representative,3,Single,10999,22245,7,Y,No,14,3,2,80,0,27,3,3,15,11,4,8
53,No,Travel_Rarely,1395,Research & Development,24,4,Medical,1,532,2,Male,48,4,3,Healthcare Representative,4,Married,7005,3458,3,Y,No,15,3,3,80,0,11,2,3,4,3,1,2
30,No,Travel_Rarely,1334,Sales,4,2,Medical,1,533,3,Female,63,2,2,Sales Executive,2,Divorced,5209,19760,1,Y,Yes,12,3,2,80,3,11,4,2,11,8,2,7
44,No,Non-Travel,489,Research & Development,23,3,Medical,1,534,2,Male,67,3,2,Laboratory Technician,2,Married,2042,25043,4,Y,No,12,3,3,80,1,17,3,4,3,2,1,2
35,No,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,1,535,4,Female,91,2,3,Healthcare Representative,2,Single,8606,21195,1,Y,No,19,3,4,80,0,11,3,1,11,8,3,3
28,No,Non-Travel,120,Sales,4,3,Medical,1,536,2,Male,43,3,2,Sales Executive,3,Married,4221,8863,1,Y,No,15,3,2,80,0,5,3,4,5,4,0,4
36,No,Non-Travel,427,Research & Development,8,3,Life Sciences,1,537,1,Female,63,4,3,Research Director,1,Married,11713,20335,9,Y,No,14,3,1,80,1,10,2,3,8,7,0,5
32,No,Travel_Rarely,604,Sales,8,3,Medical,1,538,3,Male,56,4,2,Sales Executive,4,Married,6209,11693,1,Y,No,15,3,3,80,2,10,4,4,10,7,0,8
25,No,Travel_Rarely,810,Sales,8,3,Life Sciences,1,539,4,Male,57,4,2,Sales Executive,2,Married,4851,15678,0,Y,No,22,4,3,80,1,4,4,3,3,2,1,2
27,No,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,540,1,Female,47,3,2,Manufacturing Director,4,Married,4227,4658,0,Y,No,18,3,2,80,1,4,2,3,3,2,2,2
22,No,Non-Travel,457,Research & Development,26,2,Other,1,541,2,Female,85,2,1,Research Scientist,3,Married,2814,10293,1,Y,Yes,14,3,2,80,0,4,2,2,4,2,1,3
25,No,Travel_Rarely,622,Sales,13,1,Medical,1,542,2,Male,40,3,1,Sales Representative,3,Married,2096,26376,1,Y,No,11,3,3,80,0,7,1,3,7,4,0,6
42,No,Travel_Rarely,1128,Research & Development,13,3,Medical,1,543,2,Male,95,4,2,Healthcare Representative,1,Married,5538,5696,5,Y,No,18,3,3,80,2,10,2,2,0,0,0,0
54,No,Travel_Rarely,584,Research & Development,22,5,Medical,1,544,2,Female,91,3,4,Manager,3,Married,17426,18685,3,Y,No,25,4,3,80,1,36,6,3,10,8,4,7
38,No,Travel_Frequently,1394,Research & Development,8,3,Medical,1,545,4,Female,58,2,2,Research Scientist,2,Divorced,2133,18115,1,Y,Yes,16,3,3,80,1,20,3,3,20,11,0,7
26,No,Travel_Rarely,841,Research & Development,6,3,Other,1,546,3,Female,46,2,1,Research Scientist,2,Married,2368,23300,1,Y,No,19,3,3,80,0,5,3,2,5,4,4,3
33,No,Travel_Rarely,1198,Research & Development,1,4,Other,1,547,3,Male,100,2,1,Research Scientist,1,Single,2799,3339,3,Y,Yes,11,3,2,80,0,6,1,3,3,2,0,2
41,No,Travel_Rarely,930,Sales,3,3,Life Sciences,1,548,3,Male,57,2,2,Sales Executive,2,Divorced,8938,12227,2,Y,No,11,3,3,80,1,14,5,3,5,4,0,4
35,No,Travel_Rarely,776,Sales,1,4,Marketing,1,549,3,Male,32,2,2,Sales Executive,1,Single,4312,23016,0,Y,No,14,3,2,80,0,16,2,3,15,13,2,8
54,No,Travel_Frequently,928,Research & Development,20,4,Life Sciences,1,550,4,Female,31,3,2,Research Scientist,3,Single,4869,16885,3,Y,No,12,3,4,80,0,20,4,2,4,3,0,3
30,No,Travel_Rarely,1358,Sales,16,1,Life Sciences,1,551,4,Male,96,3,2,Sales Executive,3,Married,5301,2939,8,Y,No,15,3,3,80,2,4,2,2,2,1,2,2
29,No,Travel_Frequently,442,Sales,2,2,Life Sciences,1,552,2,Male,44,3,2,Sales Executive,4,Single,4554,20260,1,Y,No,18,3,1,80,0,10,3,2,10,7,0,9
31,No,Travel_Rarely,1463,Research & Development,23,3,Medical,1,553,2,Male,64,2,2,Healthcare Representative,4,Married,5582,14408,0,Y,No,21,4,2,80,1,10,2,3,9,0,7,8
36,No,Travel_Frequently,1480,Research & Development,3,2,Medical,1,554,4,Male,30,3,1,Laboratory Technician,2,Single,2088,15062,4,Y,No,12,3,3,80,0,13,3,2,8,7,7,2
49,No,Travel_Frequently,1064,Research & Development,2,1,Life Sciences,1,555,2,Male,42,3,5,Research Director,4,Married,19161,13738,3,Y,No,15,3,4,80,0,28,3,3,5,4,4,3
36,No,Non-Travel,635,Sales,10,4,Medical,1,556,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,Y,No,14,3,4,80,0,10,3,2,10,3,9,7
32,No,Travel_Frequently,689,Sales,9,2,Medical,1,557,4,Male,35,1,2,Sales Executive,4,Divorced,4668,22812,0,Y,No,17,3,4,80,3,9,2,4,8,7,0,7
47,No,Travel_Rarely,359,Research & Development,2,4,Medical,1,558,1,Female,82,3,4,Research Director,3,Married,17169,26703,3,Y,No,19,3,2,80,2,26,2,4,20,17,5,6
36,No,Travel_Frequently,566,Research & Development,18,4,Life Sciences,1,559,3,Male,81,4,1,Laboratory Technician,4,Married,3688,7122,4,Y,No,18,3,4,80,2,4,2,3,1,0,0,0
42,No,Travel_Rarely,557,Research & Development,18,4,Life Sciences,1,560,4,Male,35,3,2,Research Scientist,1,Divorced,5410,11189,6,Y,Yes,17,3,3,80,1,9,3,2,4,3,1,2
29,No,Travel_Rarely,153,Research & Development,15,2,Life Sciences,1,561,4,Female,49,2,2,Laboratory Technician,3,Single,4193,12682,0,Y,Yes,12,3,4,80,0,10,3,3,9,5,0,8
47,No,Travel_Rarely,703,Sales,14,4,Marketing,1,562,4,Male,42,3,2,Sales Executive,1,Single,4960,11825,2,Y,No,12,3,4,80,0,20,2,3,7,7,1,7
31,No,Travel_Rarely,1079,Sales,10,2,Medical,1,563,3,Female,86,3,2,Sales Executive,4,Divorced,6583,20115,2,Y,Yes,11,3,4,80,1,8,2,3,5,2,1,4
35,No,Travel_Rarely,195,Sales,1,3,Medical,1,564,1,Female,80,3,2,Sales Executive,3,Single,4859,6698,1,Y,No,16,3,4,80,0,5,3,3,5,4,0,3
42,No,Travel_Rarely,603,Research & Development,7,4,Medical,1,565,2,Female,78,4,2,Research Scientist,2,Married,2372,5628,6,Y,Yes,16,3,4,80,0,18,2,3,1,0,0,0
39,No,Travel_Rarely,1387,Research & Development,10,5,Medical,1,566,2,Male,76,3,2,Manufacturing Director,1,Married,5377,3835,2,Y,No,13,3,4,80,3,10,3,3,7,7,7,7
29,No,Travel_Rarely,1086,Research & Development,7,1,Medical,1,567,1,Female,62,2,1,Laboratory Technician,4,Divorced,2532,6054,6,Y,No,14,3,3,80,3,8,5,3,4,3,0,3
47,No,Travel_Frequently,217,Sales,3,3,Medical,1,568,4,Female,49,3,4,Sales Executive,3,Divorced,13770,10225,9,Y,Yes,12,3,4,80,2,28,2,2,22,2,11,13
31,No,Travel_Rarely,471,Research & Development,4,3,Medical,1,569,1,Female,62,4,1,Laboratory Technician,3,Divorced,3978,16031,8,Y,No,12,3,2,80,1,4,0,2,2,2,2,2
27,No,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,1,570,3,Male,51,3,1,Research Scientist,2,Married,3058,13364,0,Y,Yes,16,3,4,80,1,6,3,2,5,2,1,1
36,No,Travel_Rarely,676,Research & Development,1,3,Other,1,571,3,Female,35,3,2,Manufacturing Director,2,Married,5228,23361,0,Y,No,15,3,1,80,1,10,2,3,9,7,0,5
33,No,Travel_Rarely,217,Sales,10,4,Marketing,1,572,2,Male,43,3,2,Sales Executive,3,Single,5487,10410,1,Y,No,14,3,2,80,0,10,2,2,10,4,0,9
32,No,Non-Travel,300,Research & Development,1,3,Life Sciences,1,573,4,Male,61,3,1,Laboratory Technician,4,Divorced,2314,9148,0,Y,No,12,3,2,80,1,4,2,3,3,0,0,2
46,No,Travel_Rarely,644,Research & Development,1,4,Medical,1,574,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396,12368,7,Y,No,16,3,3,80,1,17,3,3,4,2,0,3
47,No,Non-Travel,1162,Research & Development,1,1,Medical,1,575,3,Female,98,3,3,Research Director,2,Married,11957,17231,0,Y,No,18,3,1,80,2,14,3,1,13,8,5,12
25,No,Travel_Rarely,1356,Sales,10,4,Life Sciences,1,576,3,Male,57,3,2,Sales Executive,4,Single,4950,20623,0,Y,No,14,3,2,80,0,5,4,3,4,3,1,1
22,No,Travel_Rarely,217,Research & Development,8,1,Life Sciences,1,577,2,Male,94,1,1,Laboratory Technician,1,Married,2451,6881,1,Y,No,15,3,1,80,1,4,3,2,4,3,1,1
26,No,Travel_Rarely,1167,Sales,5,3,Other,1,578,4,Female,30,2,1,Sales Representative,3,Single,2966,21378,0,Y,No,18,3,4,80,0,5,2,3,4,2,0,0
36,No,Travel_Rarely,1299,Research & Development,27,3,Medical,1,579,3,Male,94,3,2,Healthcare Representative,3,Married,5237,16577,6,Y,No,13,3,2,80,2,17,3,2,7,7,7,7
53,No,Travel_Rarely,1223,Research & Development,7,2,Medical,1,580,4,Female,50,3,5,Manager,3,Divorced,18606,18640,3,Y,No,18,3,2,80,1,26,6,3,7,7,4,7
31,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1,581,4,Female,30,3,2,Manufacturing Director,4,Single,5238,6670,2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4
29,No,Travel_Rarely,986,Research & Development,3,4,Medical,1,582,2,Male,93,2,3,Research Director,3,Married,11935,21526,1,Y,No,18,3,3,80,0,10,2,3,10,2,0,7
37,No,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,583,3,Male,49,3,2,Manufacturing Director,2,Single,4197,21123,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1
29,No,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,584,1,Female,97,3,1,Research Scientist,4,Divorced,3760,5598,1,Y,No,15,3,1,80,3,3,5,3,3,2,1,2
51,No,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,585,1,Female,53,3,3,Manager,3,Married,13116,22984,2,Y,No,11,3,4,80,0,15,2,3,2,2,2,2
32,No,Travel_Rarely,906,Sales,7,3,Life Sciences,1,586,4,Male,91,2,2,Sales Executive,3,Married,5484,16985,1,Y,No,14,3,3,80,1,13,3,2,13,8,4,8
30,No,Travel_Rarely,1288,Sales,29,4,Technical Degree,1,587,3,Male,33,3,3,Sales Executive,2,Married,9250,17799,3,Y,No,12,3,2,80,1,9,3,3,4,2,1,3
50,No,Travel_Frequently,1234,Research & Development,20,5,Medical,1,588,2,Male,41,3,4,Healthcare Representative,3,Married,11245,20689,2,Y,Yes,15,3,3,80,1,32,3,3,30,8,12,13
55,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,589,1,Male,94,2,1,Research Scientist,2,Divorced,3537,23737,5,Y,No,12,3,4,80,1,8,1,3,4,2,1,2
38,No,Travel_Rarely,723,Sales,2,4,Marketing,1,590,2,Female,77,1,2,Sales Representative,4,Married,5405,4244,2,Y,Yes,20,4,1,80,2,20,4,2,4,2,0,3
44,No,Travel_Frequently,1193,Research & Development,2,1,Medical,1,591,2,Male,86,3,3,Manufacturing Director,3,Single,10209,19719,5,Y,Yes,18,3,2,80,0,16,2,2,2,2,2,2
32,No,Travel_Rarely,117,Sales,13,4,Life Sciences,1,592,2,Male,73,3,2,Sales Executive,4,Divorced,4403,9250,2,Y,No,11,3,3,80,1,8,3,2,5,2,0,3
28,No,Travel_Rarely,866,Sales,5,3,Medical,1,593,4,Male,84,3,2,Sales Executive,1,Single,8463,23490,0,Y,No,18,3,4,80,0,6,4,3,5,4,1,3
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,594,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,Y,No,20,4,1,80,0,6,3,2,6,5,1,3
39,No,Travel_Rarely,613,Research & Development,6,1,Medical,1,595,4,Male,42,2,3,Healthcare Representative,1,Married,9991,21457,4,Y,No,15,3,1,80,1,9,5,3,7,7,1,7
39,No,Travel_Rarely,119,Sales,15,4,Marketing,1,596,2,Male,77,3,4,Sales Executive,1,Single,13341,25098,0,Y,No,12,3,1,80,0,21,3,3,20,8,11,10
27,No,Travel_Frequently,1410,Sales,3,1,Medical,1,597,4,Female,71,4,2,Sales Executive,4,Divorced,4647,16673,1,Y,Yes,20,4,2,80,2,6,3,3,6,5,0,4
37,No,Travel_Rarely,342,Sales,16,4,Marketing,1,598,4,Male,66,2,2,Sales Executive,3,Divorced,6334,24558,4,Y,No,19,3,4,80,2,9,2,3,1,0,0,0
24,No,Travel_Rarely,771,Research & Development,1,2,Life Sciences,1,599,2,Male,45,2,2,Healthcare Representative,3,Single,4617,14120,1,Y,No,12,3,2,80,0,4,2,2,4,3,1,2
28,No,Travel_Rarely,1158,Research & Development,9,3,Medical,1,600,4,Male,94,3,1,Research Scientist,4,Married,2070,2613,1,Y,No,23,4,4,80,1,5,3,2,5,2,0,4
41,No,Travel_Rarely,337,Sales,8,3,Marketing,1,601,3,Female,54,3,2,Sales Executive,2,Married,4393,26841,5,Y,No,21,4,3,80,1,14,3,3,5,4,1,4
42,No,Travel_Rarely,916,Research & Development,17,2,Life Sciences,1,602,4,Female,82,4,2,Research Scientist,1,Single,6545,23016,3,Y,Yes,13,3,3,80,0,10,1,3,3,2,0,2
32,No,Travel_Rarely,1093,Sales,6,4,Medical,1,603,2,Male,87,3,2,Sales Executive,3,Single,5010,24301,1,Y,No,16,3,1,80,0,12,0,3,11,8,5,7
56,No,Travel_Rarely,713,Research & Development,8,3,Life Sciences,1,604,3,Female,67,3,1,Research Scientist,1,Divorced,4257,13939,4,Y,Yes,18,3,3,80,1,19,3,3,2,2,2,2
45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1,605,3,Female,56,1,3,Human Resources,3,Married,9756,6595,4,Y,No,21,4,3,80,2,9,2,4,5,0,0,3
31,No,Travel_Rarely,1062,Research & Development,24,3,Medical,1,606,3,Female,96,2,2,Healthcare Representative,1,Single,6812,17198,1,Y,No,19,3,2,80,0,10,2,3,10,9,1,8
35,No,Travel_Rarely,802,Research & Development,10,3,Other,1,607,2,Male,45,3,1,Laboratory Technician,4,Divorced,3917,9541,1,Y,No,20,4,1,80,1,3,4,2,3,2,1,2
34,No,Travel_Frequently,303,Sales,2,4,Marketing,1,608,3,Female,75,3,1,Sales Representative,3,Married,2231,11314,6,Y,No,18,3,4,80,1,6,3,3,4,3,1,2
21,No,Travel_Rarely,546,Research & Development,5,1,Medical,1,609,3,Male,97,3,1,Research Scientist,4,Single,3117,26009,1,Y,No,18,3,3,80,0,3,2,3,2,2,2,2
27,No,Travel_Rarely,798,Research & Development,6,4,Medical,1,610,1,Female,66,2,1,Research Scientist,3,Divorced,2187,5013,0,Y,No,12,3,3,80,2,6,5,2,5,3,0,3
54,No,Travel_Rarely,431,Research & Development,7,4,Medical,1,611,4,Female,68,3,2,Research Scientist,4,Married,6854,15696,4,Y,No,15,3,2,80,1,14,2,2,7,1,1,7
40,No,Travel_Frequently,720,Research & Development,16,4,Medical,1,612,1,Male,51,2,2,Laboratory Technician,3,Single,5094,11983,6,Y,No,14,3,4,80,0,10,6,3,1,0,0,0
29,No,Travel_Rarely,1370,Research & Development,3,1,Medical,1,613,2,Male,87,3,1,Laboratory Technician,1,Single,4723,16213,1,Y,Yes,18,3,4,80,0,10,3,3,10,9,1,5
42,No,Travel_Rarely,932,Research & Development,1,2,Life Sciences,1,614,4,Female,43,2,2,Manufacturing Director,4,Married,6062,4051,9,Y,Yes,13,3,4,80,1,8,4,3,4,3,0,2
20,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,615,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,Y,No,12,3,1,80,0,2,2,2,2,2,1,2
52,No,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,616,4,Female,30,3,4,Manager,4,Married,16555,10310,2,Y,No,13,3,4,80,0,31,2,1,5,2,1,4
40,No,Non-Travel,1094,Sales,28,3,Other,1,617,3,Male,58,1,3,Sales Executive,1,Divorced,10932,11373,3,Y,No,15,3,3,80,1,20,2,3,1,0,0,1
49,No,Travel_Frequently,279,Research & Development,8,1,Life Sciences,1,618,3,Male,61,2,2,Research Scientist,2,Married,5130,24907,1,Y,No,23,4,4,80,1,10,3,3,10,7,1,7
50,No,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,1,619,2,Male,88,2,4,Manager,3,Married,17046,9314,0,Y,No,15,3,2,80,1,28,2,3,27,10,15,7
32,No,Travel_Rarely,1373,Research & Development,5,4,Life Sciences,1,620,4,Male,56,2,2,Manufacturing Director,4,Single,9679,10138,8,Y,No,24,4,2,80,0,8,1,3,1,0,0,0
34,No,Travel_Rarely,167,Research & Development,8,5,Life Sciences,1,621,2,Female,32,3,2,Manufacturing Director,1,Divorced,5121,4187,3,Y,No,14,3,3,80,1,7,3,3,0,0,0,0
